egoid,SelfEsteem_1_4,SelfEsteem_2_4,SelfEsteem_3_4,SelfEsteem_4_4,SelfEsteem_5_4,SelfEsteem_6_4,SelfEsteem_7_4,SelfEsteem_8_4,SelfEsteem_9_4,SelfEsteem_10_4,SelfEsteem_4,SelfReg_1_4,SelfReg_3_4,SelfReg_4_4,SelfReg_5_4,SelfReg_6_4,SelfReg_7_4,SelfReg_8_4,SelfReg_9_4,SelfReg_10_4,SelfReg_11_4,SelfReg_12_4,SelfReg_13_4,selfreg_scale_4,Trust_1_4,Trust_2_4,Trust_3_4,Trust_4_4,Trust_5_4,Trust_6_4,Trust_4
21090,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,2.3333333,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,4.3333335
69419,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
87032,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,36.0,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,2.75,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667
94641,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,32.0,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,2.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.8333333
82728,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,37.0,Disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,2.1666667,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
45076,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.4166666,Agree,Agree,Disagree,Agree,Disagree,Agree,3.6666667
58437,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,2.25,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,3.3333333
94862,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,42.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,3.1666667
14606,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,3.8333333
64075,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,43.0,Neutral,Disagree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,2.25,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,3.8333333
39787,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,1.6666666,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
82376,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
44872,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,43.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Agree,1.9166666,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.5
87783,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,41.0,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,3.6666667
22199,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
47498,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
57325,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,39.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,1.5833334,Disagree,Agree,Disagree,Disagree,Agree,Agree,2.6666667
53776,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
58633,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,43.0,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,3.0,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,2.1666667
27306,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.25,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
80607,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
73143,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
35797,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
46365,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
30596,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
31045,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
74492,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,25.0,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,1.8333334,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,3.0
76791,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,45.0,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,2.5,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
21348,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
23287,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,38.0,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Agree,2.1666667,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
14763,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
22066,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
64058,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
28247,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,31.0,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,2.75,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.6666667
72873,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
67544,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
76810,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
51760,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.6666666,Disagree,Agree,Disagree,Agree,Agree,Agree,3.0
72806,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,39.0,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,2.75,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
98766,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.0,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
23042,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
60997,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,29.0,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,3.0,Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,2.1666667
36038,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,31.0,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,2.75,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
39146,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,43.0,Disagree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,2.6666667,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
60963,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,30.0,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,2.1666667,Agree,Agree,Disagree,Agree,Disagree,Agree,3.6666667
67918,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,48.0,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,2.4166667,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
34467,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Agree,2.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,3.3333333
42132,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
41268,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
90692,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,46.0,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,2.5833333,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,4.3333335
32668,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,31.0,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,2.5,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Disagree,2.1666667
24079,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
59673,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,1.9166666,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
74899,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,32.0,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,2.6666667,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,4.1666665
48891,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
81807,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
77187,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
91176,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
22292,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
35011,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,45.0,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,2.5,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667
76785,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
60903,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
10115,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
35416,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,33.0,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,3.5,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,3.1666667
89710,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,25.0,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,2.25,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,2.3333333
97596,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,36.0,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.1666667,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,2.8333333
39129,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
57359,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,35.0,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,2.5833333,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.3333333
17308,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,37.0,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,2.25,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.1666667
51851,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,46.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Disagree,Strongly Agree,1.5833334,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.5
35855,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
67334,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
60230,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
77838,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,46.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,2.1666667,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.1666667
37371,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
57292,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
66406,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
90447,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
56798,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,,,,,,,,,,,,,2.25,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,4.3333335
28827,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
23115,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
77872,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,44.0,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Agree,2.25,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,3.6666667
43114,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,48.0,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Agree,2.25,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,3.3333333
72348,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,34.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,2.1666667,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,3.3333333
15707,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
45776,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
63122,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
27169,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
89607,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
59900,Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,39.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
28254,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
56480,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Neutral,Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,2.1666667,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Strongly Agree,3.8333333
11128,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
47886,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
28820,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,3.5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
35347,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,2.1666667
45641,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,32.0,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,2.8333333,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.3333333
25369,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
64572,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,42.0,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,2.1666667,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
31538,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.5833334,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
73452,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,36.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,2.25,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667
51475,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,37.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,1.9166666,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,2.8333333
28312,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,35.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,3.0
13486,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.3333334,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,4.0
56805,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.3333334,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,3.6666667
57697,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
54837,,,,,,,,,,,38.0,,,,,,,,,,,,,2.25,,,,,,,3.3333333
29718,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,38.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,2.0833333,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
