egoid,SelfEsteem_1_3,SelfEsteem_2_3,SelfEsteem_3_3,SelfEsteem_4_3,SelfEsteem_5_3,SelfEsteem_6_3,SelfEsteem_7_3,SelfEsteem_8_3,SelfEsteem_9_3,SelfEsteem_10_3,SelfEsteem_3,SelfReg_Exercise_1_3,SelfReg_Exercise_2_3,SelfReg_Exercise_3_3,SelfReg_Exercise_4_3,SelfReg_Exercise_5_3,SelfReg_Exercise_6_3,SelfReg_Exercise_7_3,SelfReg_Exercise_8_3,SelfReg_Exercise_9_3,SelfReg_Exercise_10_3,SelfReg_Exercise_11_3,SelfReg_Exercise_12_3,SelfReg_Exercise_13_3,SelfReg_Exercise_14_3,SelfReg_Exercise_15_3,SelfReg_Exercise_16_3,SRQE_Ext_3,SRQE_Introj_3,SRQE_Ident_3,SRQE_Intrin_3,SRQE_RAI_3,lonely_1_3,lonely_2_3,lonely_3_3,lonely_4_3,lonely_5_3,lonely_6_3,lonely_7_3,lonely_8_3,lonely_9_3,lonely_10_3,lonely_11_3,lonely_12_3,lonely_13_3,lonely_14_3,lonely_15_3,selsa_rom_3,selsa_fam_3,selsa_soc_3,SelfReg_1_3,SelfReg_3_3,SelfReg_4_3,SelfReg_5_3,SelfReg_6_3,SelfReg_7_3,SelfReg_8_3,SelfReg_9_3,SelfReg_10_3,SelfReg_11_3,SelfReg_12_3,SelfReg_13_3,selfreg_scale_3
74845,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,Somewhat true,Not at all true,Very true,Somewhat true,6,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,6,Not at all true,Very true,Very true,1.0,3.0,6.75,7.0,15.75,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.1717459,-0.65373051,-0.71169752,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Agree,2.0
90905,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
39659,Agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,44.0,Very true,Not at all true,Not at all true,Very true,Somewhat true,Not at all true,Not at all true,Somewhat true,Somewhat true,Not at all true,Not at all true,Somewhat true,Very true,Not at all true,Somewhat true,6,1.0,4.0,4.5,2.5,3.5,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.1089666,-0.44078177,-0.80756366,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,2.9166667
62072,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
60396,Agree,Neutral,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,39.0,Somewhat true,Not at all true,5,Somewhat true,5,Somewhat true,Not at all true,5,6,Somewhat true,Not at all true,5,3,2,5,6,1.25,3.0,5.5,4.75,9.5,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.74310488,-0.59855205,-0.83500814,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0
61084,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,42.0,Not at all true,Not at all true,Very true,Not at all true,Somewhat true,Not at all true,Not at all true,Not at all true,Very true,Very true,Not at all true,6,Not at all true,Not at all true,Very true,Very true,1.0,1.0,6.0,5.5,14.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.3085122,-0.64948738,-0.54791021,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.6666666
92412,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly agree,41.0,5,Not at all true,6,Not at all true,6,Not at all true,Not at all true,Very true,Very true,6,Not at all true,Very true,5,3,5,Very true,1.5,2.0,6.75,6.0,13.75,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.94369376,-0.78631765,-0.13118862,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.4166666
92038,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,Very true,2,Very true,5,Very true,2,2,Very true,Very true,Very true,2,Very true,6,2,6,Very true,2.0,3.75,7.0,6.75,12.75,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.95859206,-0.64639544,-0.7493996,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.5
33388,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,33.0,Very true,Not at all true,Very true,Very true,Very true,5,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Very true,Not at all true,Very true,Very true,1.0,5.0,7.0,7.0,14.0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Disagree,0.45542988,-0.54864305,2.7215805,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,4.25
31717,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,38.0,Not at all true,Not at all true,5,3,6,Not at all true,Not at all true,Somewhat true,5,Somewhat true,Not at all true,5,Not at all true,Not at all true,5,5,1.0,1.5,5.25,4.5,10.75,Disagree,Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,0.670515,-0.21708907,0.060167387,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.5833333
18324,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
86440,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
95585,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,0.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,-0.47133327,1.1934344,1.6221933,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
29792,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
14737,Agree,Neutral,Agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,39.0,5,2,Somewhat true,5,6,Somewhat true,2,5,5,Somewhat true,3,5,3,Somewhat true,6,Very true,2.75,3.5,5.75,4.75,6.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,-0.26429182,0.63090831,-0.77949601,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.5833333
28223,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,2,Not at all true,3,2,5,Not at all true,Not at all true,3,Somewhat true,Somewhat true,Not at all true,3,Not at all true,Not at all true,3,Somewhat true,1.0,1.25,4.0,3.25,7.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.22927366,-0.605901,-0.77810234,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,2.0833333
85708,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
55452,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
20179,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
78339,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
23696,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly agree,40.0,6,Not at all true,6,3,Very true,5,Not at all true,Very true,Very true,6,Not at all true,6,6,Not at all true,Very true,Very true,1.0,3.75,6.75,6.5,14.0,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.5491638,-0.61177659,-0.68636036,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,2.0833333
28653,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
84715,Neutral,Strongly agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,26.0,Very true,Somewhat true,Not at all true,5,5,Somewhat true,Not at all true,Not at all true,Not at all true,Not at all true,2,Not at all true,5,Somewhat true,2,2,2.75,4.5,2.25,1.25,-5.25,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.1717459,-0.65373051,-0.71169752,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,3.6666667
95559,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,42.0,5,2,Somewhat true,3,5,Somewhat true,Not at all true,5,5,5,2,6,Somewhat true,3,6,6,2.0,3.25,5.5,5.0,8.25,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.60568094,-0.64804548,-0.69404566,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,2.4166667
30152,Agree,Neutral,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Neutral,35.0,Very true,3,Somewhat true,5,5,3,2,Somewhat true,5,5,2,5,Somewhat true,2,Somewhat true,5,2.25,3.75,5.0,4.25,5.25,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,1.0971926,-0.061791155,1.2828825,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,2.5
68764,Agree,Disagree,Neutral,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,34.0,5,Not at all true,6,Somewhat true,Somewhat true,2,Not at all true,Somewhat true,Somewhat true,Somewhat true,Not at all true,5,5,Not at all true,5,5,1.0,3.0,4.5,4.75,9.0,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,-0.87870169,1.5121063,0.97660005,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,1.8333334
60367,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
36939,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
59592,Agree,Agree,Agree,Neutral,Disagree,Neither Agree nor Disagree,Agree,Agree,Neutral,Neutral,32.0,5,Not at all true,Somewhat true,Somewhat true,5,Not at all true,Not at all true,6,6,Somewhat true,Not at all true,6,5,2,5,Somewhat true,1.25,2.75,5.25,4.75,9.5,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,0.074221067,0.46862474,0.20911634,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Disagree,2.9166667
22897,Agree,Neutral,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,36.0,5,3,Very true,Somewhat true,5,3,2,6,6,6,2,5,Somewhat true,3,6,6,2.5,3.5,5.5,6.25,9.5,Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,0.60432655,0.40143582,0.1520558,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,2.6666667
89652,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,47.0,Not at all true,Not at all true,5,Not at all true,Not at all true,Not at all true,Not at all true,Somewhat true,6,5,Not at all true,Not at all true,Not at all true,Not at all true,Not at all true,5,1.0,1.0,3.25,3.75,7.75,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.69025248,-0.5968188,-0.86847216,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,,Strongly Agree,Strongly Agree,Disagree,Agree,2.2727273
28724,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
92895,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
69831,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,39.0,Somewhat true,Not at all true,5,3,5,3,Not at all true,5,5,5,Not at all true,5,Somewhat true,Not at all true,6,6,1.0,2.75,5.25,5.25,11.0,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.34719923,-0.61617243,-0.81182545,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,2.1666667
59178,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
50072,Neutral,Neutral,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neutral,33.0,5,Not at all true,5,5,5,Somewhat true,Not at all true,6,6,5,Not at all true,6,Not at all true,Not at all true,5,Very true,1.0,2.75,6.0,5.25,11.75,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.54737216,-0.578426,-0.90957564,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,1.9166666
44927,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,6,Not at all true,Somewhat true,5,5,2,Not at all true,Somewhat true,6,Somewhat true,Not at all true,5,Very true,Not at all true,Somewhat true,Very true,1.0,3.75,5.75,4.0,8.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,-0.15913942,0.24045329,0.30430081,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,2.0833333
71894,Strongly Disagree,Agree,Neutral,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neutral,22.0,Somewhat true,2,6,3,6,3,Not at all true,5,Very true,Very true,Not at all true,5,Somewhat true,2,6,6,1.5,3.0,6.0,6.0,12.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,0.58518636,2.9919612,0.37265834,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,3.3333333
76790,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,49.0,Somewhat true,Not at all true,Somewhat true,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,Somewhat true,Somewhat true,Not at all true,Somewhat true,Somewhat true,Not at all true,Somewhat true,Somewhat true,1.0,1.75,4.0,4.0,8.25,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.97601312,-0.63360447,-0.78626508,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.3333334
78428,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
66676,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,36.0,6,Not at all true,Very true,3,6,2,Not at all true,6,Very true,Very true,Not at all true,Very true,Somewhat true,Not at all true,6,Very true,1.0,2.5,6.75,6.5,15.25,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.65650469,-1.2066286,1.8033712,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,2.1666667
95930,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neutral,Agree,35.0,Somewhat true,2,6,2,Somewhat true,Not at all true,Not at all true,3,6,6,Not at all true,5,3,2,Somewhat true,5,1.5,2.0,5.0,4.75,9.5,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.11860237,-0.52496248,-0.17459027,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
70962,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly agree,43.0,Not at all true,Somewhat true,3,3,Somewhat true,Somewhat true,3,2,2,Not at all true,Somewhat true,2,3,2,Somewhat true,3,3.25,3.5,2.75,2.5,-2.25,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,-1.6957873,0.016961956,-0.87560326,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,2.8333333
12738,Agree,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,37.0,6,Not at all true,6,Not at all true,6,Not at all true,Not at all true,6,6,6,Not at all true,6,6,Not at all true,6,6,1.0,2.25,6.0,6.0,13.75,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,0.67507029,1.810375,-0.19032545,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,1.5
29647,Agree,Neutral,Neutral,Neutral,Neither Agree nor Disagree,Agree,Agree,Agree,Neutral,Agree,31.0,Somewhat true,2,3,5,5,2,3,Somewhat true,5,Somewhat true,Somewhat true,Somewhat true,6,Somewhat true,5,5,3.25,3.75,4.75,4.0,2.5,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,0.71933597,1.2085148,0.90499032,Strongly Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,2.4166667
27111,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
