egoid,SelfEsteem_1_4,SelfEsteem_2_4,SelfEsteem_3_4,SelfEsteem_4_4,SelfEsteem_5_4,SelfEsteem_6_4,SelfEsteem_7_4,SelfEsteem_8_4,SelfEsteem_9_4,SelfEsteem_10_4,SelfEsteem_4,SelfReg_1_4,SelfReg_3_4,SelfReg_4_4,SelfReg_5_4,SelfReg_6_4,SelfReg_7_4,SelfReg_8_4,SelfReg_9_4,SelfReg_10_4,SelfReg_11_4,SelfReg_12_4,SelfReg_13_4,selfreg_scale_4,Trust_1_4,Trust_2_4,Trust_3_4,Trust_4_4,Trust_5_4,Trust_6_4,Trust_4
44872,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,43.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Agree,1.9166666,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.5
87783,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,41.0,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,3.6666667
22199,,,,,,,,,,,30.666666666666668,,,,,,,,,,,,,2.583333333333333,,,,,,,2.8888889
47498,,,,,,,,,,,38.0,,,,,,,,,,,,,2.749999966666666,,,,,,,3.555555533333333
57325,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,39.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,1.5833334,Disagree,Agree,Disagree,Disagree,Agree,Agree,2.6666667
53776,,,,,,,,,,,44.66666666666666,,,,,,,,,,,,,2.1666667,,,,,,,3.6666666666666665
58633,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,43.0,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,3.0,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,2.1666667
27306,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.25,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
80607,,,,,,,,,,,46.0,,,,,,,,,,,,,1.6388888666666668,,,,,,,3.3888889
73143,,,,,,,,,,,40.0,,,,,,,,,,,,,2.249999966666667,,,,,,,3.500000066666667
35797,,,,,,,,,,,39.0,,,,,,,,,,,,,2.2222222,,,,,,,3.611111166666667
46365,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
30596,,,,,,,,,,,35.333333333333336,,,,,,,,,,,,,3.0,,,,,,,3.500000066666667
31045,,,,,,,,,,,33.666666666666664,,,,,,,,,,,,,2.611111133333333,,,,,,,3.055555566666667
74492,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,25.0,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,1.8333334,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,3.0
76791,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,45.0,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,2.5,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
21348,,,,,,,,,,,32.666666666666664,,,,,,,,,,,,,2.3888888666666666,,,,,,,2.7777777666666665
23287,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,38.0,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Agree,2.1666667,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
14763,,,,,,,,,,,34.0,,,,,,,,,,,,,2.333333333333333,,,,,,,3.222222233333333
22066,,,,,,,,,,,39.66666666666666,,,,,,,,,,,,,1.8888889,,,,,,,3.6111111
64058,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,2.2777777666666665,,,,,,,3.611111033333333
28247,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,31.0,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,2.75,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.6666667
72873,,,,,,,,,,,42.333333333333336,,,,,,,,,,,,,2.2777778000000004,,,,,,,2.944444466666667
67544,,,,,,,,,,,38.0,,,,,,,,,,,,,2.555555566666667,,,,,,,3.555555633333333
76810,,,,,,,,,,,41.0,,,,,,,,,,,,,2.055555566666667,,,,,,,3.2222222
51760,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.6666666,Disagree,Agree,Disagree,Agree,Agree,Agree,3.0
72806,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,39.0,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,2.75,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
98766,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.0,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
23042,,,,,,,,,,,42.0,,,,,,,,,,,,,1.8333333000000005,,,,,,,2.7777778000000004
60997,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,29.0,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,3.0,Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,2.1666667
36038,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,31.0,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,2.75,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
39146,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,43.0,Disagree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,2.6666667,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
60963,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,30.0,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,2.1666667,Agree,Agree,Disagree,Agree,Disagree,Agree,3.6666667
67918,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,48.0,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,2.4166667,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
34467,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Agree,2.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,3.3333333
42132,,,,,,,,,,,35.666666666666664,,,,,,,,,,,,,2.3888889,,,,,,,3.1111111
41268,,,,,,,,,,,36.333333333333336,,,,,,,,,,,,,2.1388888666666666,,,,,,,3.0
90692,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,46.0,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,2.5833333,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,4.3333335
32668,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,31.0,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,2.5,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Disagree,2.1666667
24079,,,,,,,,,,,36.0,,,,,,,,,,,,,2.4166667,,,,,,,3.1111111
59673,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,1.9166666,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
74899,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,32.0,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,2.6666667,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,4.1666665
48891,,,,,,,,,,,37.66666666666666,,,,,,,,,,,,,2.416666633333333,,,,,,,3.5
81807,,,,,,,,,,,44.0,,,,,,,,,,,,,1.6111110666666668,,,,,,,3.6666667
77187,,,,,,,,,,,38.66666666666666,,,,,,,,,,,,,2.6666666666666665,,,,,,,3.611111166666667
91176,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,2.305555533333333,,,,,,,3.555555633333333
22292,,,,,,,,,,,29.666666666666668,,,,,,,,,,,,,2.4166666666666665,,,,,,,2.944444466666667
35011,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,45.0,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,2.5,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667
76785,,,,,,,,,,,37.66666666666666,,,,,,,,,,,,,2.305555566666667,,,,,,,3.3333333
60903,,,,,,,,,,,39.66666666666666,,,,,,,,,,,,,2.444444433333333,,,,,,,3.5
10115,,,,,,,,,,,38.66666666666666,,,,,,,,,,,,,2.361111133333333,,,,,,,3.1666666666666665
35416,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,33.0,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,3.5,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,3.1666667
89710,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,25.0,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,2.25,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,2.3333333
97596,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,36.0,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.1666667,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,2.8333333
39129,,,,,,,,,,,37.0,,,,,,,,,,,,,2.194444433333333,,,,,,,2.7777778000000004
