egoid,SelfEsteem_1_8,SelfEsteem_2_8,SelfEsteem_3_8,SelfEsteem_4_8,SelfEsteem_5_8,SelfEsteem_6_8,SelfEsteem_7_8,SelfEsteem_8_8,SelfEsteem_9_8,SelfEsteem_10_8,SelfEsteem_8,lonely_1_8,lonely_2_8,lonely_3_8,lonely_4_8,lonely_5_8,lonely_6_8,lonely_7_8,lonely_8_8,lonely_9_8,lonely_10_8,lonely_11_8,lonely_12_8,lonely_13_8,lonely_14_8,lonely_15_8,selsa_rom_8,selsa_fam_8,selsa_soc_8,Trust_1_8,Trust_2_8,Trust_3_8,Trust_4_8,Trust_5_8,Trust_6_8,Trust_8,SelfReg_1_8,SelfReg_3_8,SelfReg_4_8,SelfReg_5_8,SelfReg_6_8,SelfReg_7_8,SelfReg_8_8,SelfReg_9_8,SelfReg_10_8,SelfReg_11_8,SelfReg_12_8,SelfReg_13_8,selfreg_scale_8
89652,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,38.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,1.1725008,3.4895034,-1.4900633,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,4.3333335,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,2.75
28724,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
92895,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
69831,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
59178,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
50072,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,35.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,0.74638778,-0.6681096,-0.55344766,Agree,Agree,Neither Agree or Disagree,Agree,Disagree,Agree,3.5,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,1.75
44927,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,35.0,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-0.92501533,0.34008655,0.18394817,Agree,Disagree,Disagree,Agree,Neither Agree or Disagree,Agree,3.8333333,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,2.0833333
71894,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
76790,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
66676,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,33.0,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.99474788,-0.8570497,0.076219819,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,3.5,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.9166667
95930,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,38.0,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-0.94602656,-0.40168375,-0.51229876,Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,Agree,3.6666667,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
70962,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,-0.8057434,0.27784455,-0.63160551,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,2.9166667
12738,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
27111,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
30453,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,0.21105237,3.0400217,3.3563054,Disagree,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,2.1666667,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
80177,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Disagree,Disagree,Neither Agree or Disagree,Strongly Disagree,Agree,3.3333333,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,2.75
18677,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
66047,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
58682,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,33.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.67500055,-1.1395909,1.1851283,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,3.5,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,2.5833333
79834,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,40.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,0.70278549,3.0266063,3.2210815,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,2.0,Strongly Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,2.0
93471,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
19538,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
38052,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,45.0,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,0.99949384,-0.12827776,-0.97908044,Agree,Strongly disagree,Strongly disagree,Strongly Disagree,Agree,Agree,4.1666665,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.3333334
33133,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
40021,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
27141,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
93858,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
47810,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
58196,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
42773,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
76663,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
48224,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2560796,-0.75263816,-0.088024147,Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,2.6666667,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.75
30137,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
68318,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,43.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Agree,3.3333333,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.1666667
62246,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,39.0,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Somewhat Agree,1.112384,1.1657778,0.35165778,Agree,Agree,Neither Agree or Disagree,Agree,Agree,Agree,3.1666667,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,2.8333333
61028,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
55424,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
17581,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
23576,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
17522,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2295761,-0.43505436,-0.48114446,Agree,Neither Agree or Disagree,Disagree,Agree,Disagree,Agree,3.8333333,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.75
97833,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
93485,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
62617,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,47.0,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,-1.0963734,-1.2143973,1.6060289,Agree,Neither Agree or Disagree,Strongly disagree,Agree,Agree,Strongly Disagree,3.8333333,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Agree,2.25
42137,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
